,name_en,desc_en,model_id,product_number,product_additional,product_number_source_type
1861,Mi Smart Evaporative Humidifer,199,deerma.humidifier.jsq4,CJSJSQ01DY,,manual
1862,NVC Smart bulb,,leishi.light.wy0a04,,,
1863,Smart scene panel switch S1 three-open version,,lumi.switch.n4acn4,ZNCJMB14LM,,manual
1864,Aqara Wireless Remote Switch (Single Rocker),,lumi.sensor_86sw1.v1,WXKG03LM,2016 rev1,manual
1865,Two way switch,"Two-way switch (including combination switch CMSW, TMSW, and 2.4G CRSW and other models)",scmkcz.switch.2msw,,,
1866,Mi Router 4C,,xiaomi.router.r4cm,,,
1867,Yeelight HaoShi LED Ceiling Lamp Pro,Nox Pro,yeelink.light.ceiling6,,,
1868,Ordinary light,,eide.light.adds21,,,
1869,PTX Rolling curtain,"Flat-headed bear smart roller shutter motor, Xiaoai voice control, Mijia APP remote control.",090615.curtain.jldj03,,,
1870,Yi Tang Smart Light,,dikair.light.wy0a04,,,
1871,TV,,juzi.tv.050201,,,
1872,DOCO,,doco.fcb.docov001,,,
1873,2-position dimmer switch,E3 2-position dimmer switch,simon.light.e2lsw,,,
1874,MR.BOND,"Mr. Bang’s M1pro smart clothes washing machine integrates large-area LED lighting, with remote-control drying pole lifting and clothes drying functions.",mrbond.airer.m1pro,,,
1875,MR.BOND,,mrbond.airer.m2pro,,,
1876,Simon Floor Heating,Simon Floor Heating,tc0756.heater.75,,,
1877,Hood,Hood N913i,lxk.hood.n913i,,,
1878,OPPLE FANLIGHT,OPPLE Smart Fan Light,opple.light.fanlight,,,
1879,Kovos intelligent sweeping robot T9AIVI,DEEBOT T9 AIVI  8kwdb4,eco.vacuum.t9aivi,,,
1880,Ou Ruibo clothes hanger,,orvibo.airer.csv1,,,
1881,Milano 1C 3P (New Energy Efficiency),"erp code: 50.01.01.02.0043
69 yards: 6923185616856
Product model: KFRd-72LW/Y4PC2-A3",viomi.aircondition.y38,KFRd-72LW/Y4PC2-A3,,auto
1882,Mi Smart Ultra Electricity Saving Vertical Air Conditioner (3HP/Inverter/New China Energy Label Level 1),,xiaomi.aircondition.c11,,,
1883,Mi Smart Natural Gas Detector,gas sensor,lumi.sensor_natgas.v1,JTQJ-BF-01LM/BW,,manual
1884,Loudspeaker Remote Control,Mijia speaker infrared remote control,miir.wifispeaker.ir01,,,
1885,Smartmi Smart Bidet Toilet Seat Pro,"Zhimi high-end toilet seat, ST platform",zhimi.toilet.sa1,,,
1886,OJJ Z1,Derived from Classic (F3M),loock.lock.ojjz1,,,
1887,AOK LM100 intelligence curtain,Dual mode,aok98.curtain.aok100,,,
1888,fan,,bemfa.fan.fan,,,
1889,Mi Air Purifier 2,,zhimi.airpurifier.m1,,,
1890,Romne smart ceiling lamp,DBS neutral,xgds.light.wy0a02,,,
1891,Mini Smart Light,,mnc.light.wy0a01,,,
1892,Set-top box,,tyzhjt.stb.stb,,,
1893,G2 Spinal comfort neck massager,G2 Chiropractic Neck Massager,janshi.magic_touch.g2,,,
1894,Petoneer NutriSpin 6 Meal Pet Feeder,,skyrc.feeder.mmfed,,,
1895,Kollini three-way light control panel,,hotata.switch.ls023,,,
1896,Bit double key weak current switch,,btzn.switch.2key,,,
1897,Mi Air Purifier 2S,Xiaomi Mijia Air Purifier 2S (Hong Kong and Taiwan Version),zhimi.airpurifier.mb1,,,
1898,NWT Internet Dehumidifier 30L,NWT Internet Dehumidifier 30L,nwt.derh.330ef,,,
1899,socket,,ghome.plug.sf002,,,
1900,Yeelight Crystal Pendant Lamp,Nox DL,yeelink.light.ceiling10,YLDL01YL,,manual
1901,curtain,Electric curtain,zhihw.curtain.uiid11,,,
1902,Mi Band,Mi Band 1S,xiaomi.watch.band1S,,,
1903,Mi Smart Clock 4inch,,xiaomi.wifispeaker.lx04,,,
1904,Projector remote control (infrared),Projector remote control (infrared),kongke.projector.irproj,,,
1905,Scene mesh breaker DBS,Mesh on-off device Realtek version,dwdz.switch.sw0a01,,,
1906,Pulishi Smart Dehumidifier Clothes Dryer,,purest.derh.bossp,,,
1907,Smart air conditioner,Smart air conditioner,ecloud.airc.eq,,,
1908,viomi smart water purifier dolphin 600G,,yunmi.waterpuri.s16,,,
1909,ZDEER Moxibustion Box 2th,,zdeer.ajh.zda9,,,
1910,Yeelight Star Floor Lamp,Doris F,yeelink.light.lamp10,YLLD01YL,,manual
1911,Zhirui Ceiling Lamp Gorgeous 40W,Zhirui Ceiling Light Star Diamond Bedroom 40W,philips.light.xzceim,,,
1912,Viomi Washing Drying Machine (8KG),Hejing,viomi.washer.v4,,,
1913,outlet,,bgdz.plug.chazuo,,,
1914,HUIZUO Switch (Double Key),huayi.switch.v0002 Two-way smart switch,huayi.switch.v0002,,,
1915,gmwlznd,,gmwl.light.cibdo0410ga,,,
1916,Smyoo Switch,Smart socket,smyoo.plug.plugin02,,,
1917,switch,switch,cgzn.switch.onoff,,,
1918,Fengmi projector Smart Lite,Fengmi Projector Smart Lite,fengmi.projector.m055d,,,
1919,ZDEER 2Max,,zdeer.ajh.zda10,,,
1920,American switch,,mpkx.switch.030001,,,
1921,Color temperature lamp with controller,Color temperature lamp with controller,xqh.light.z20731,,,
1922,Leshow Fan SS320,,leshow.fan.ss320,,,
1923,PTX card access switch (WiFi),Smart card takes power switch.WiFi connection.,090615.switch.qksw32,,,
1924,switch,,giz.switch.switch,,,
1925,Viomi Disinfection Cabinet (Build-in),Yunmi three-drawing disinfection cabinet,viomi.steriliser.v1,,,
1926,Mi Smart LED Desk Lamp Pro,ELF,yeelink.light.lamp2,,,
1927,Ultron Yuba Panel,,orz.bhf_light.bh03,,,
1928,Di Nike Fresh Air,Xiangjiajing,dnk.airfresh.airf,,,
1929,Anti-glare high-display spotlight pro 1,Valin,crzm.light.wy0a02,,,
1930,KH Zero Fire Switch,"The sensitive glass touch panel allows you to switch with one touch.Support two-way feedback, remote control, timing switch.It can be combined with the scene panel to realize double connection and multiple connection.It can be combined with other products to freely set up different lighting scenes.",693948.switch.khkz,,,
1931,NW resistant simple point eye protection no stroboscopic tricolor intelligent light belt,33302-Two-color light strip,crzm.light.wy0a01,,,
1932,Good wife smart washing machine,Full-featured model,hotata.airer.gw1813,,,
1933,Ceiling light,,lwkj.light.2110,,,
1934,Smart Gateway (Night Light),,ddwl.light.040016,,,
1935,WalkingPad,"The WalkingPad walking machine is a lightweight walking, fast walking, jogging device, convenient to move and store, and is a solution for indoor light exercise.",ksmb.walkingpad.v1,WPA1F Pro,EU,manual
1936,Viomi heating water purifier X2 Face,MIoT-Spec protocol access,yunmi.waterpuri.x9,,,
1937,Viomi Smart Gas Water Heater Mate Pro 13L,MIOT-SPEC access,viomi.waterheater.u29,,,
1938,air-conditioner remote,Smart remote air conditioner remote control products,yszj.aircondition.f0025,,,
1939,CW bulb light,,szsy.light.040004,,,
1940,Aqara Vibration Sensor,Identify vibration,lumi.vibration.aq1,DJT11LM,,manual
1941,HUIZUO PEGASUS For Living Room,Huayihui made Tianmaxing living room series-huayi.light.peg091,huayi.light.peg091,,,
1942,ZDG300s,"This is a mopping robot that can mopping the floor. The robot is equipped with a water tank and a mop. When mopping the floor, the robot will autonomously plan the path, or clean it according to the area specified by the user.When the power of the robot is too low, it will automatically return to the pile for charging. At the same time, it supports the user to manually divide the cleaning area, set the cleaning time, and set the parameters of the mop.",kxf321.mop.mo002,ZDG300,,manual
1943,IMILAB Security Camera N Series,Xiaobai Smart Camera Outdoor Version,chuangmi.camera.ipc020,,,
1944,OWS Heater 3T,Smart electric heater,ows.heater.pdeh2a,,,
1945,Bit door sensor,,btzn.magnet.v1,,,
1946,motor control,"Garage doors, rolling doors",zhuyun.curtain.1,,,
1947,Mi S Smart humidifer,"299
Atomization amount: 450mL/h
Remarks: Glass glaze atomizer, stainless steel heat sink, with filter element, product power is about 40W",deerma.humidifier.jsq1,SCKOA45 (SCK0A45),,manual
1948,Viomi smart integrated cooker (2 in 1),MIoT-Spec protocol access,viomi.i_stove.v4,,,
1949,Opple Bath Heater,,opple.bhf_light.acmoto,,,
1950,Smart switch,"KP3C2 (6/65) /KP03C0100/KP03C0600 small switch, single-hole socket",ikecin.plug.6,KP03C0100/KP03C0600,,auto
1951,Viomi Refrigerator (Cross Door 510L),Android SDK access,viomi.fridge.x23,,,
1952,CRMCR Kanuo Smart Safe,,lcrmcr.safe.ms55kn,,,
1953,Smart curtain motor (Zigbee opening and closing curtain version),,lumi.curtain.es1,,,
1954,Hi+ Intelligent Steam Eyeshade,"The world's first ""real"" steam eye mask, steam hot compress, gently care for your eyes.",guoshi.other.sem01,,,
1955,Mi Kids Smartwatch 2S,Mito Children's Phone Watch 2S,xiaoxun.watch.sw560,,,
1956,Zigma air purifier series,aerio series,zigma.airp.aerio,,,
1957,Set-top box,Set-top box,xzh.stb.stb,,,
1958,air conditioning,Infrared air conditioner supported by Aiyun Intelligent Universal Infrared Remote Control.,ayzn.aircondition.i1,,,
1959,Bit 306 Gateway,,btzn.gateway.306v1,,,
1960,Yeelight Smart Bath Heater,Monochrome warm bath,yeelink.bhf_light.v2,YLYB01YL,,manual
1961,Aqara Wireless Remote Switch (Double Rocker),"The dual-button wireless switch with the appearance of the national standard 86, because the product needs to be upgraded, but the product is powered by a button battery and cannot be OTA, so reapply for the Model.",lumi.remote.b286acn01,WXKG02LM,"2018 rev 2, Double Wall Button",manual
1962,Kollini all the way light control panel,,hotata.switch.ls011,,,
1963,Mi TV,This product is a Xiaomi TV with only infrared and no Bluetooth,xiaomi.tv.i1,,,
1964,fs,,heiman.fan.rc1,,,
1965,Mi Wi-Fi Repeater 2,Xiaomi WiFi Amplifier 2nd Generation,xiaomi.repeater.v2,,,
1966,Dengbushangshu Picturesque lamp,MiMK277-33317-2943,scds.light.wy0a01,,,
1967,plug_three,Three-channel socket,zhihw.plug.uiid3,,,
1968,Remote control master-wifi to infrared-TV,Remote control master-wifi to infrared-TV,zhihw.tv.yk0002,,,
1969,Mi 8K TV 82,,xiaomi.tv.8kh1,,,
1970,Smart wall socket T1,,lumi.plug.sacn02,,,
1971,King,1.5P on-hook KFRd-35GW/KH1-C1,viomi.aircondition.v7,KFRd-35GW/KH1-C1,,auto
1972,Five Color Bulb,Smart lighting,tuya.light.tywl05,,,
1973,Drinking fountain,Water dispenser WD01Ei,lxk.kettle.ysj,WD01Ei,,auto
1974,Cloud access curtain,Cloud access universal curtain,ezhome.curtain.yy0004,,,
1975,Qisheng Technology Smart Bed,,keeson.bed.ks001,,,
1976,American switch,,szsy.switch.030001,,,
1977,air conditioning,,jusval.aircondition.1,,,
1978,Smart casement curtain motor,Smart casement curtain motor,arnoo.curtain.awcc10,,,
1979,IMILAB C21,Xiaobai Smart Camera PTZ Version Y4,chuangmi.camera.038a02,,,
1980,Sumi A1 Bluetooth mesh switch (single key),"Smart mesh switch, smart group control.",090615.switch.smbt01,,,
1981,curtain,,srkj.curtain.cl01,,,
1982,MIJIA Smart Plug Enhanced,Mijia Smart Socket Enhanced Edition,chuangmi.plug.v3,ZNCZ03CM/GMR4007CN,,manual
1983,Zigbee Device,Zigbee device addition,mijia.p_adapter.zb1,,,
1984,Royal Pro,3P cabinet machine KFRd-72LW/KV1-C1,viomi.aircondition.v10,KFRd-72LW/KV1-C1,,auto
1985,Philips leafless cold fan,,kadeer.fan.l20b,,,
1986,Smart 1P,"erp code: 50.01.01.01.0137
69 yards: 6923185617068
Product model: KFRd-26GW/Y4PM3-A3",viomi.aircondition.y49,KFRd-26GW/Y4PM3-A3,,auto
1987,Aqara Wireless Remote Switch D1 (Double Rocker),"Based on the currently available 86 wireless switch double-key version upgrade switch panel, left and right key buttons support: click, double click, long press, left and right, click.",lumi.remote.b286acn02,WXKG07LM,Double Wall Button D1,manual
1988,plug_one,Single channel socket,zhihw.plug.uiid1,,,
1989,Mi Router R3C,Mi Router R3C,xiaomi.router.lv3,,,
1990,Mi Kids Smartwatch 2,Mi Rabbit Children's Watch,xiaoxun.watch.v3,,,
1991,Viomi Smart Rice Cooker 3L,MIoT SPEC protocol,viomi.cooker.v5,,,
1992,Viomi Smart Integrated Stove,Disinfection cabinet integrated stove,viomi.i_stove.v3,,,
1993,HUIZUO Fan Light,,huayi.light.fanwy,,,
1994,meekee 2P,"erp encoding:
69 yards:
Product number:",viomi.airc.m3,,,
1995,Kollini second road light control panel,,hotata.switch.ls022,,,
1996,Viomi Refrigerator (Cross Door 509L),MIoT-Spec protocol access,viomi.fridge.u42,,,
1997,Air Surface ceiling light,,cchip.light.l1,,,
1998,Electric heater/floor heating,Universal electric heater,dctrls.heater.common,,,
1999,LANBOO Smart Curtain,,babai.curtain.lb100a,,,
2000,Viomi Smart Refrigerator ILive BCD-398/415L,Yunmi Internet Refrigerator Cross Four Doors 398/415L,viomi.fridge.u17,,,
2001,ozner air purifier u1,,ozner.airpurifier.u1,,,
2002,Color charm C,,bangbo.airer.c3xhqm,,,
2003,The future is a single-key strong current switch,Wired connection,bymiot.switch.1keyv1,,,
2004,Air Conditioner,air conditioning,tuya.aircondition.tyac1,,,
2005,TINYMU Smart Toilet AI Version,Toilet lid with AI function,tinymu.toilet.ailid,,,
2006,Babuy Wi-Fi Smart Plug,,babai.plug.sk01a,,,
2007,switch,Infrared relay switch,ikecin.switch.ir10,,,
2008,VIOMI door lock Link (Bluetooth),Yunmi Internet Smart Door Lock Link (Bluetooth Version),viomi.lock.link1,,,
2009,Drying rack,Drying rack,cgzn.airer.airer,,,
2010,Aqara smart door lock N200,"The Pisces Aqara smart door lock N200 is a smart door lock that focuses on security and is easy to use.In terms of ease of use, the Pisces smart door lock integrates the mainstream unlocking methods of high-end smart door locks on the market, with multiple unlocking methods such as fingerprints, passwords, Bluetooth, keys, NFC and dual authentication.",lumi.lock.bzacn1,ZNMS17LM,,manual
2011,Smartmi Standing Fan 2S,"Zhimi DC inverter floor fan, no remote control, dual buttons, lithium battery",zhimi.fan.za4,,,
2012,Viomi Smart Refrigerator YMDK01,MIoT-Spec protocol access,viomi.fridge.x26,,,
2013,Smart mattress,"The smart mattress supports backrest and leg adjustment, and supports reading, sleep, and theater modes.",yszj.bed.5110,,,
2014,Water Purifier,,creiot.waterpuri.w06i,,,
2015,Cobos intelligent sweeping robot,,eco.vacuum.dv33p,,,
2016,Viomi Smart Refrigerator iLive (side-by-side 483L),483L,viomi.fridge.u4,,,
2017,Bit air conditioner controller,,btzn.aircondition.v1,,,
2018,PTC10-electric heater,,poer19.heater.ptc10,,,
2019,Smart air conditioner,,thing.airc.air,,,
2020,ROIDMI NEX Vacuum,Portable rechargeable vacuum cleaner,roidmi.cleaner.v1,,,
2021,Mi Kids Smartwatch 4,Mitu Children's Learning Watch 4,xiaoxun.watch.sw761,,,
2022,Mi Smart Electric Toothbrush T500,"T500, Mijia Sonic Electric Toothbrush",soocare.toothbrush.m1s,,,
2023,Light control,use,mjj.light.mode3,,,
2024,Mi Bedside Lamp,Mijia bedside lamp,yeelink.light.bslamp1,MJCTD01YL,,manual
2025,light,,ghome.light.sf001,,,
2026,Air detector,Applicable to Xiaoai students to get first-hand information about your indoor air quality.,espush.sensor_ht.es03,,,
2027,Yilai Ceiling Lamp Hefeng 430,Yilai Hefeng Round Ceiling Light,yilai.light.ceiling2,,,
2028,Wireless Scene Switch (Four Button Edition),"Wireless scene switch based on Zigbee 3.0, four-key version.Button support: single click, double click, long press, with a separate reset button.",lumi.remote.b486opcn01,WXCJKG12LM,Opple Four Button,manual
2029,Set-top box,,future.stb.iptv,,,
2030,Mi Fresh Air Ventilator,Dream Maker Mijia New Fan,dmaker.airfresh.t2017,MJXFJ-300-G1,,manual
2031,Mi Smart Band 4 NFC,,hmpace.bracelet.v4,,,
2032,Mi Dash Cam2 1080p,Check the video in the driving process through the APP and change the settings of the dash cam.,midr.cardvr.mv2n,,,
2033,Central Italian Apple Fresh Air,,tc0756.airfresh.65b,,,
2034,Golden Soft Net Smart Socket 2,Jinsoft Network Smart Socket JRSocket_1_2,jrnet.plug.out2,,,
2035,Mi Router 3G,Xiaomi router,xiaomi.router.r3g,,,
2036,Mi Water Purifier H600G,,chunmi.waterpuri.600f2,,,
2037,Wall Switch (Single Firewire and Dual Key Version) (US Version),,lumi.switch.b2laus01,WS-USC02,Double Wall Switch US,manual
2038,Youdian Smart Bluetooth Mesh Switch,Opened,ydhome.switch.s3,,,
2039,switch,,xinrui.switch.lh001,,,
2040,4 scene multi-control switch,,simon.switch.sw03,,,
2041,RGB light,,future.light.rgb246,,,
2042,Viomi smart water purifier S2 (500G),Yunmi Internet Water Purifier S2 (500G),yunmi.waterpuri.s4,,,
2043,SmartJoy zhijian wall switch (three key WiFi ),SmartJoy Wall Switch (Zero Fire Three Button WiFi Version) White/Black/Gray/Gold,smartj.switch.sjlh03,,,
2044,Mini Rice Cooker,,tokit.cooker.tk20l01,,,
2045,Mi Smart LED Living Room Ceiling Light,Cycle pro,yeelink.light.ceiling21,,,
2046,70mai Smart E- A1 Pro,"The 70mai smart electric bike A1 Pro is a smart electric bike with an intelligent central control system comparable to smart cars, supporting voice, navigation, online music, online radio, driving records, remote monitoring and other application functions.",midr.bike.x1,,,
2047,Green rice 86 concealed insert,,lumi.86plug.v1,,,
2048,Mi Water Purifier (Under Counter),Mi water purifier under the kitchen,yunmi.waterpuri.lx6,,,
2049,Yeelight LED Filament Bulb,Flute,yeelink.light.mono5,YLDP12YL,,manual
2050,Smart Fan,,wfiot.fan.fan001,,,
2051,Roborock T7 Pro,,roborock.vacuum.a09,,"Ch, Roborock S6 MaxV version",manual
2052,WIFI air quality test,,hsmart.airmonitor.hs2ar,,,
2053,ZJ TV Controller,,zhijia.tv.zjkzq,,,
2054,plug_three,Three-channel socket,coolki.plug.three,,,
2055,socket,,hbkj1.plug.v1,,,
2056,Nutri Vision Mini,,skyrc.feeder.vdfeed,,,
2057,1-Button Live Wire Switch,Single fire wire touch switch Single fire single fire switch 1 1,uiot.switch.switch1,,,
2058,2-position smart switch,,simon.switch.sw2,,,
2059,Smart thermostat,KD5P1,ikecin.airrtc.29,,,
2060,NVC Smart fan lamp (ZhiYa),Fan Light-Hidden Leaf,leishi.light.wyfao1,,,
2061,Smart socket,Support smart socket control,manka.plug.socket,,,
2062,MIJIA Smart Air Conditioner (Energy Efficiency Level 3),Mijia Internet Air Conditioner (Level 3 Energy Efficiency) OTA available,zhimi.aircondition.ma3,KFR-35GW-B1ZM-M3,,manual
2063,Smart Module for LED Strip,"The smart connector of the light strip is connected to the light strip. It can turn on and off the light strip, set the color and light mode of the light strip, and can also set the timing task to turn on and off the light strip.",881878.light.ddznljq,,,
